"Crest 3D White Brilliance Fluoride Anticavity Toothpaste, Vibrant",Toothpaste,Active Ingredients: Sodium Fluoride 0.243%; Inactive Ingredients:  GLYCERIN  HYDRATED SILICA  SODIUM HEXAMETAPHOSPHATE  WATER  PEG-6  FLAVOR  TRISODIUM PHOSPHATE  SODIUM LAURYL SULFATE  CARRAGEENAN  COCAMIDOPROPYL BETAINE  SODIUM SACCHARIN  PEG-20M OR PEG-23M  XANTHAN GUM  SUCRALOSE  MICA  TITANIUM DIOXIDE,6
"Crest 3 D White Brilliance Fluoride Anticavity Toothpaste, Vibrant",Toothpaste,Active Ingredients: Sodium Fluoride (0.243% W/V Fluoride Ion); Inactive Ingredients: GLYCERIN  HYDRATED SILICA  SODIUM HEXAMETAPHOSPHATE  WATER  PEG-6  FLAVOR  SODIUM LAURYL SULFATE  TRISODIUM PHOSPHATE  COCAMIDOPROPYL BETAINE  SODIUM SACCHARIN  CARRAGEENAN  PVP  XANTHAN GUM  SUCRALOSE  MICA  TITANIUM DIOXIDE,6
Colgate Total Daily Repair Toothpaste Rating,Toothpaste,ACTIVE INGREDIETS: SODIUM FLUORIDE 0.24%  TRICLOSAN 0.30%  INACTIVE INGREDIENTS: WATER  HYDRATED SILICA  GLYCERIN  SORBITOL  PVM/MA COPOLYMER  SODIUM LAURYL SULFATE  CELLULOSE GUM  FLAVOR  SODIUM HYDROXIDE  PROPYLENE GLYCOL  CARRAGEENAN  SODIUM SACCHARIN  TITANIUM DIOXIDE,6
"Arm & Hammer Kids! Healthy Teeth Fluoride Anticavity Toothpaste, Fruit",Toothpaste,"Active Ingredients: Sodium fluoride
(0.15% w/v fluoride ion) 0.24%; Inactive Ingredients: SORBITOL  WATER  HYDRATED SILICA  GLYCERIN  CELLULOSE GUM  NATURAL FLAVOR  COCAMIDOPROPYL BETAINE  STEVIA REBAUDIANA LEAF EXTRACT  SODIUM BICARBONATE.",6
Sensodyne Pronamel Toothpaste for Sensitive Teeth and Cavity Prevention,Toothpaste,Active Ingredients: Potassium Nitrate 5.0%  Sodium Fluoride (0.15% W/V Fluoride Ion) 0.25%; Inactive Ingredients: WATER  SORBITOL  HYDRATED SILICA  GLYCERIN  PEG-8  COCAMIDOPROPYL BETAINE  FLAVOR  TITANIUM DIOXIDE  XANTHAN GUM  SODIUM SACCHARIN  SODIUM HYDROXIDE,5
Sensodyne Pronamel Mineral Boost Toothpaste for Sensitive Teeth and,Toothpaste,Active Ingredients: Potassium Nitrate 5.0%; Inactive Ingredients: WATER  SORBITOL  HYDRATED SILICA  GLYCERIN  COCAMIDOPROPYL BETAINE  FLAVOR  XANTHAN GUM  TITANIUM DIOXIDE  SODIUM SACCHARIN  SODIUM HYDROXIDE,5
"Rexall Maximum Strength Sensitive Toothpaste With Fluoride, Fresh Mint",Toothpaste,Active Ingredients: Potassium Nitrate 5.0%  SODIUM CHLORIDE 0.24%; Inactive Ingredients: INACTIVE INGREDIENTS WATER  SORBITOL  HYDRATED SILICA  GLYCERIN  TRISODIUM PHOSPHATE  XANTHAN GUM  FLAVOR  SODIUM LAURYL SULFATE  TITANIUM DIOXIDE  SODIUM SACCHARIN  YELLOW 10  BLUE 1. ,5
"Crest 3 D White Professional Fluoride Anticavity Toothpaste, Ultra White",Toothpaste,ACTIVE INGREDIENTS: SODIUM MONOFLUOROPHOSPHATE 1.14%  INACTIVE INGREDIENTS WATER   CALCIUM PYROPHOSPHATE  GLYCERIN  HYDROGEN PEROXIDE (4% W/V)  SODIUM LAURYL SULFATE  FLAVOR  POLYACRYLATE CROSSPOLYMER-6  CETEARYL ALCOHOL  DISODIUM PYROPHOSPHATE  SUCRALOSE  TETRASODIUM PYROPHOSPHATE,5
"Colgate Total Anticavity, Antigingivitis and Antisensitivity Toothpaste,",Toothpaste,  WATER  SORBITOL  HYDRATED SILICA  GLYCERIN  PEG-12  TETRASODIUM PYROPHOSPHATE  SODIUM LAURYL SULFATE  FLAVOR  ZINC PHOSPHATE  CELLULOSE GUM  SODIUM CITRATE  MICROCRYSTALLINE CELLULOSE  SODIUM SACCHARIN  COCAMIDOPROPYL BETAINE  PROPYLENE GLYCOL  XANTHAN GUM  CITRIC ACID  SUCRALOSE  TITANIUM DIOXIDE.,5
Colgate Cavity Protection Toothpaste Rating,Toothpaste,Active Ingredient: Sodium Monofluorophosphate (0.76%) (0.15% w/v Fluoride Ion). Inactive Ingredients: Dicalcium Phosphate Dihydrate  Water  Glycerin  Sodium Lauryl Sulfate  Cellulose Gum  Flavor  Tetrasodium Pyrophosphate  Sodium Saccharin.,5
"Colgate Baking Soda & Peroxide Whitening Anticavity Fluoride Toothpaste,",Toothpaste,Active Ingredients: Sodium Monofluorophosphate (0.14% w/v Fluoride Ion) 0.76%; Inactive Ingredients: INACTIVE INGREDIENTS: GLYCERIN  HYDRATED SILICA  WATER  SODIUM BICARBONATE  PEG-12  SODIUM LAURYL SULFATE  FLAVOR  SODIUM HYDROXIDE  CELLULOSE GUM  CARRAGEENAN  SODIUM SACCHARIN  CALCIUM PEROXIDE  TITANIUM DIOXIDE,5
"Wet Ones Hand Sanitizer, Fresh Scent Rating",Hand Sanitizer,Active Ingredients: ETHYL ALCOHOL 69.0%; Inactive Ingredients:  WATER  PANTHENOL  ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER  GLYCERIN  PROPYLENE GLYCOL  ISOPROPYL MYRISTATE  FRAGRANCE  PEG-40 HYDROGENATED CASTOR OIL/IPDI  AMINOMETHYL PROPANOL  TOCOPHERYL ACETATE  RICINUS COMMUNIS (CASTOR) SEED OIL  ALOE BARBADENSIS LEAF JUICE POWDER.,4
Tom's of Maine Women's Long Lasting Natural Aluminum Free Deodorant,Antiperspirant/Deodorant,Propylene Glycol  Glycerin  Water  Sodium Stearate  Aloe Vera (Aloe Barbadensis) Leaf Juice (Organic)  Witch Hazel (Hamamelis Virginiana) Water  Glyceryl Laurate  Chamomila Recuita (Matricaria) Flower Aqueous Extract  Hops (Humulus Lupulus) Extract [CO2]  Capric/Caprylic Stearic Triglyceride  Ascorbic Acid (Vitamin C),4
"Tom's of Maine Deodorant, Mandarin & Ylang Rating",Antiperspirant/Deodorant,PROPYLENE GLYCOL  WATER  GLYCERIN  SODIUM STEARATE  ALOE BARBADENSIS LEAF JUICE*  GLYCERYL LAURATE  FRAGRANCE** RAPHANUS SATIVUS (RADISH) ROOT EXTRACT  SODIUM HYALURONATE.,4
"Stonewall Kitchen Michel Design Works Foaming Shea Butter Hand Soap,",Liquid Hand Soap,WATER (AQUA  EAU)  SODIUM LAURETH SULFATE  SODIUM COCOAMPHOACETATE  GLYCERIN  FRAGRANCE (PARFUM)  SODIUM CHLORIDE  CITRUS GRANDIS (GRAPEFRUIT) FRUIT EXTRACT  LAVANDULA ANGUSTIFOLIA (LAVENDER) EXTRACT  CAMELLIA SINENSIS LEAF EXTRACT  CHRYSANTHEMUM PARTHENIUM (FEVERFEW) EXTRACT  ALGAE EXTRACT  ALOE BARBADENSIS FLOWER EXTRACT  DISODIUM EDTA  TOCOPHEROL  SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL  BUTYROSPERMUM PARKII (SHEA) BUTTER  ACETYLATED HYDROGENATED LANOLIN  ALOE BARBADENSIS LEAF POLYSACCHARIDES  METHYLCHLOROISOTHIAZOLINONE  METHYLISOTHIAZOLINONE  HEXAMIDINE DIISETHIONATE  CITRIC ACID  BENZOPHENONE-4  LIMONENE  LINALOOL  RED 4 (CI 14700)  YELLOW 5 (CI 19140),4
Self Love Rituals Happy Feet Moisturize & Exfoliate Foot Lotion With Shea,Foot Moisturizer,WATER  GLYCERIN  ETHYLHEXYL PALMITATE  STEARIC ACID  GLYCERYL STEARATE  BUTYROSPERMUM PARKII (SHEA) BUTTER  PHENOXYETHANOL  FRAGRANCE  CAPRYLYL GLYCOL  CARBOMER  POTASSIUM HYDROXIDE. MAY CONTAIN: RED 33  BLUE 1  YELLOW 5  RED 4,4
"Rite Aid Radiant White Anti Cavity Whitening Toothpaste With Fluoride,",Tooth Whitening,"Active Ingredients: Sodium fluoride
(0.15% w/v fluoride ion) 0.243%; Inactive Ingredients:  WATER  SORBITOL  HYDRATED SILICA  DISODIUM PYROPHOSPHATE  SODIUM LAURYL SULFATE  FLAVOR  CELLULOSE GUM  SODIUM HYDROXIDE  SODIUM SACCHARIN  CARBOMER  MICA  TITANIUM DIOXIDE  BLUE 1",4
Rexall Anticavity Fluoride Mouthwash Rating,Mouthwash,Active Ingredients: Sodium Fluoride 0.02%; Inactive Ingredients: WATER  ALCOHOL (21.6 %V/V)  SORBITOL  POLOXAMER 407  EUCALYPTOL  FLAVOR  METHYL SALICYLATE  MENTHOL  PHOSPHORIC ACID  SODIUM SACCHARIN  THYMOL  DISODIUM PHOSPHATE  SUCRALOSE  RED 40  BLUE 1,4
"Raw Sugar Sensitive Skin Simply Hand Wash, Green Tea + Cucumber + Aloe",Liquid Hand Soap,PURIFIED WATER  SODIUM COCOAMPHOACETATE  LAURYL GLUCOSIDE  SODIUM COCOYL GLUTAMATE  SODIUM LAURYL GLUCOSE CARBOXYLATE  GLYCERIN  SODIUM LAUROYL GLUTAMATE  DECYL GLUCOSIDE  POTASSIUM SORBATE  FRAGRANCE  POLYSORBATE 20  HYDROXYETHYLCELLULOSE  SODIUM BENZOATE  CITRIC ACID  OLEA EUROPAEA (OLIVE) FRUIT OIL(COLD PRESS)  LIMNANTHES ALBA (MEADOWFOAM) SEED OIL (COLD PRESS)  SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (COLD PRESS)  *CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT  *CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT  *ALOE BARBADENSIS LEAF JUICE (ALOE VERA)  *ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT  *SYMPHYTUM OFFICINALE LEAF EXTRACT (COMFREY)  *HIBISCUS SABDARIFFA FLOWER EXTRACT  PHENOXYETHANOL  BENZYL ALCOHOL  DEHYDROACETIC ACID,4
"Raw Sugar Sensitive Skin Simply Hand Wash, Almond Milk + Agave + Oatmeal",Liquid Hand Soap,PURIFIED WATER (AQUA)  SODIUM COCOAMPHOACETATE  LAURYL GLUCOSIDE  SODIUM COCOYL GLUTAMATE  SODIUM LAURYL GLUCOSE CARBOXYLATE  GLYCERIN  SODIUM LAUROYL GLUTAMATE  DECYL GLUCOSIDE  POTASSIUM SORBATE  FRAGRANCE  POLYSORBATE 20  HYDROXYETHYLCELLULOSE  SODIUM BENZOATE  CITRIC ACID  OLEA EUROPAEA (OLIVE) FRUIT OIL(COLD PRESS)  LIMNANTHES ALBA (MEADOWFOAM) SEED OIL (COLD PRESS)  SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL (COLD PRESS)  *PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) FRUIT EXTRACT  *AGAVE EXTRACT  *AVENA SATIVA (OAT) KERNEL EXTRACT)  *ZINGIBER OFFICINALE (GINGER) ROOT EXTRACT  *SYMPHYTUM OFFICINALE LEAF EXTRACT (COMFREY)  *HIBISCUS SABDARIFFA FLOWER EXTRACT  PHENOXYETHANOL  BENZYL ALCOHOL  DEHYDROACETIC ACID,4
Palmer's Skin Success Anti Dark Spot Niacinamide 5% Fade Cream for All,Facial Moisturizer/Treatment,WATER (AQUA)  GLYCERYL STEARATE  MINERAL OIL (PARAFFINUM LIQUIDUM)  NIACINAMIDE  PROPYLENE GLYCOL  STEARYL STEARATE  CETEARYL ALCOHOL  PEG-75 LANOLIN  PEG-100 STEARATE  DIMETHICONE  CETEARETH-20  ISOPROPYL MYRISTATE  RETINOL  TRICHOLOMA MATSUTAKE EXTRACT  ASCORBYL GLUCOSIDE  TOCOPHERYL ACETATE  ETHYLHEXYL SALICYLATE  LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE  CITRIC ADD  DISODIUM EDTA  BUTYLENE GLYCOL  MAGNESIUM ALUMINUM SILICATE  XANTHAN GUM  CAPRYLIC/CAPRIC TRIGLYCERIDE  SODIUM SULFITE  SODIUM METABISULFITE  SODIUM LAURYL SULFATE  SODIUM SULFATE  BHT  ETHYLHEXYLGLYCERIN  PHENOXYETHANOL  FRAGRANCE (PARFUM)  CITRONELLOL  HYDROXYCITRONELLAL  BUTYLPHENYL METHYLPROPIONAL  LINALOOL  LIMONENE  ALPHA-ISOMETHYL IONONE.,4
"Mrs. Meyer's Clean Day Hand Soap Made With Olive Oil & Aloe Vera,",Liquid Hand Soap,CONTAINS: WATER  COCAMIDOPROPYL HYDROXYSULTAINE  SODIUM METHYL 2-SULFOLAURATE  GLYCERIN  CITRUS DULCIS AURANTIUM (ORANGE) PEEL OIL  PINUS SYLVESTRIS (PINE) LEAF OIL  FRAGRANCE  (LIMONENE)  OLEA EUROPAEA (OLIVE) FRUIT OIL  ALOE BARBADENSIS LEAF JUICE  DISODIUM 2-SULFOLAURATE  CITRIC ACID  SODIUM CHLORIDE  POTASSIUM SORBATE  SODIUM BENZOATE.,4
"Megababe Daily Deodorant, Soapy Pits Rating",Antiperspirant/Deodorant,PROPANEDIOL  WATER  ALOE BARBADENSIS LEAF JUICE  SODIUM STEARATE  ZEA MAYS (CORN) STARCH  GLYCERIN  FRAGRANCE  CITRUS AURANTIFOLIA (LIME) OIL  JUNIPERUS MEXICANA (CEDARWOOD) OIL  COCOS NUCIFERA (COCONUT) OIL  CAMELLIA SINENSIS LEAF (GREEN TEA) EXTRACT  SANTALUM ALBUM (SANDALWOOD) OIL  SALVIA OFFICINALIS (SAGE) LEAF EXTRACT  EQUISETUM ARVENSE (HORSETAIL PLANT) EXTRACT  TOCOPHERYL ACETATE (VITAMIN E)  CITRIC ACID  POTASSIUM SORBATE  SODIUM BENZOATE  PHENOXYETHANOL  ETHYLHEXYGLYCERIN.,4
"Megababe Daily Deodorant, Rosy Pits Rating",Antiperspirant/Deodorant,PROPANEDIOL  WATER  ALOE BARBADENSIS LEAF JUICE  SODIUM STEARATE  ZEA MAYS (CORN) STARCH  GLYCERIN  FRAGRANCE  PHENOXYETHANOL  ETHYLHEXYLGLYCERIN  BENZYL BENZOATE  COCOS NUCIFERA (COCONUT) OIL  TOCOPHERYL ACETATE (VITAMIN E)  CAMELLIA OLEIFERA LEAF (GREEN TEA) EXTRACT  SANTALUM ALBUM (SANDALWOOD) OIL  ROSA GALLICA FLOWER EXTRACT  EQUISETUM ARVENSE (HORSETAIL PLANT) EXTRACT  SALVIA OFFICINALIS (SAGE) LEAF EXTRACT,4
"Love Beauty and Planet Beloved Foaming Hand Wash, Cranberry & Orange",Liquid Hand Soap,WATER (AQUA)  COCAMIDOPROPYL BETAINE  GLYCERIN  SODIUM METHYL LAUROYL TAURATE  SODIUM COCOYL ISETHIONATE  PHENOXYETHANOL  FRAGRANCE (PARFUM)  POLYSORBATE 20  PPG-9  STEARIC ACID  LAURIC ACID  PALMITIC ACID  TETRASODIUM EDTA  IODOPROPYNYL BUTYLCARBAMATE  CITRIC ACID  VACCINIUM MACROCARPON (CRANBERRY) FRUIT JUICE  CITRUS AURANTIUM DULCIS (ORANGE) FLOWER OIL  CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL  GERANIOL  LIMONENE  LINALOOL  BLUE 1 (CI 42090)  RED 33 (CI 17200)  RED 4 (CI 14700).,4
"Love Beauty and Planet Beloved Foaming Hand Wash, Apple & Cinnamon Bark",Liquid Hand Soap,WATER (AQUA)  CAPRYLYL/CAPRYL GLUCOSIDE  COCAMIDOPROPYL BETAINE  GLYCERIN  DECYL GLUCOSIDE  SODIUM METHYL COCOYL TAURATE  GLUCONOLACTONE  SODIUM CHLORIDE  FRAGRANCE (PARFUM)  SODIUM BENZOATE  CITRIC ACID  ALOE BARBADENSIS LEAF JUICE  TETRASODIUM GLUTAMATE DIACETATE  PYRUS MALUS (APPLE) FRUIT EXTRACT  CINNAMOMUM ZEYLANICUM BARK OIL  MYRISTICA FRAGRANS (NUTMEG) KERNEL OIL  EUGENOL  GERANIOL  LIMONENE  LINALOOL  RED 4 (CI 14700)  YELLOW 5 (CI 19140).,4
"Hello Naturally Friendly Antiplaque + Whitening Fluoride Free Toothpaste,",Toothpaste,SORBITOL (HUMECTANT)  PURIFIED WATER (HOORAY)  HYDRATED SILICA (POLISHES AND CLEANS TEETH)  VEGETABLE GLYCERIN (SOOTHES AND MOISTURIZES)  CALCIUM CARBONATE (POLISHES AND CLEANS TEETH)  XYLITOL (SWEETENER)  ERYTHRITOL (SWEETENER)  XANTHAN GUM (THICKENER)  FLAVOR (FRESHENS BREATH)  TITANIUM DIOXIDE (MINERAL)  COCONUT OIL (SOOTHES AND MOISTURIZES)  ZINC CITRATE (CONTROLS TARTAR)  COCAMIDOPROPYL BETAINE (CLEANSER)  SODIUM COCOYL GLUTAMATE (CLEANSER)  POTASSIUM SORBATE (MAINTAINS STABILITY)  STEVIA REBAUDIANA LEAF EXTRACT (SWEETENER) AND TEA TREE OIL (CLEANS AND FRESHENS BREATH),4
"Equate Liquid Hand Soap, Water Lily (2019 formulation) Rating",Liquid Hand Soap,WATER (7732-18-5)  SODIUM LAURETH SULFATE (68585-34-2)  SODIUM CHLORIDE (7647-14-5)  GLYCERIN (56-81-5)  COCAMIDOPROPYL BETAINE (61789-40-0)  SODIUM LAURYL SULFATE (68585-47-7)  DISODIUM COCOAMPHODIPROPIONATE (68604-71-7)  FRAGRANCE (PROPRIETARY  SEE HTTP://WWW.IFRAORG.ORG/)  CITRIC ACID (77-92-9)  METHYLCHLOROISOTHIAZOLINONE (26172-55-4)  METHYLISOTHIAZOLINONE (2682-20-4),4
"Dove Moisturizing Hand Sanitizer Wipes, Aloe & Eucalyptus Rating",Hand Sanitizer,Active Ingredients: Ethyl Alcohol 76.0%; Inactive Ingredients: WATER (AQUA)  GLYCERIN  BUTYLENE GLYCOL  FRAGRANCE (PARFUM)  NIACINAMIDE  TOCOPHERYL ACETATE  STEARIC ACID  TETRASODIUM EDTA  HEXYL CINNAMAL  LIMONENE  LINALOOL,4
Dove Men + Care Ultimate Smooth Glide Solid Antiperspirant 48 H Long,Antiperspirant/Deodorant,Active Ingredients: ALUMINUM SESQUICHLOROHYDRATE 12.15%; Inactive Ingredients: WATER (AQUA)  CYCLOPENTASILOXANE  C12-15ALKYL BENZOATE  SYNTHETIC WAX  GLYCERIN  CALCIUM CHLORIDE  CETYL PEG/PPG-10/1 DIMETHICONE  GLYCINE  FRAGRANCE (PARFUM)  HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL  ALPHA-ISOMETHYL IONONE  COUMARIN  HEXYL CINNAMAL  HYDROXYCITRONELLAL  LIMONENE  LINALOOL,4
"Dial Complete Foaming Antibacterial Hand Wash, Soothing White Tea (2020",Liquid Hand Soap,Active Ingredients: BENZALKONIUM CHLORIDE 0.13%; Inactive Ingredients: AQUA (WATER  EAU)  GLYCERIN  LAURAMINE OXIDE  CETRIMONIUM CHLORIDE  COCAMIDOPROPYL BETAINE  CITRIC ACID  SODIUM BENZOATE  HYDROXYPROPYL METHYLCELLULOSE  PARFUM (FRAGRANCE)  ZINC SULFATE  SODIUM CHLORIDE  DIMETHYL LAURAMINE  TETRASODIUM EDTA  ALCOHOL  DIMETHYL MYRISTAMINE  CI 47005 (YELLOW 10)  CI 42053 (GREEN 3),4
"Dial Complete Foaming Antibacterial Hand Wash, Original Scent (2020",Liquid Hand Soap,Active Ingredients: BENZETHONIUM CHLORIDE 0.2%; Inactive Ingredients: WATER  GLYCERIN  LAURAMINE OXIDE  FRAGRANCE  SUNFLOWERSEEDAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE AND PEG-9  COCAMIDOPROPYL BETAINE  HYDROXYPROPYL METHYLCELLULOSE  DMDM HYDANTOIN  CHLORHEXIDINE DIGLUCONATE  CITRIC ACID  ZINC SULFATE  TETRASODIUM EDTA  YELLOW 5  RED 4,4
"Crest Pro Health Whitening Fluoride Toothpaste for Anticavity,",Toothpaste,Active Ingredients: STANNOUS FLUORIDE 0.454%; Inactive Ingredients: WATER  SORBITOL  HYDRATED SILICA  SODIUM LAURYL SULFATE  CARRAGEENAN  SODIUM GLUCONATE  FLAVOR  XANTHAN GUM  ZINC CITRATE  STANNOUS CHLORIDE  SODIUM HYDROXIDE  SODIUM SACCHARIN  SUCRALOSE  TITANIUM DIOXIDE  BLUE 1,4
"Crest Pro Health Advanced Gum Restore Fluoride Toothpaste, Deep Clean",Toothpaste,Active Ingredients: Stannous fluoride (0.15% w/v fluoride ion) 0.454%; Inactive Ingredients: WATER  SORBITOL  HYDRATED SILICA  GLYCINE  SODIUM LAURYL SULFATE  SODIUM GLUCONATE  CARRAGEENAN  FLAVOR  SODIUM CITRATE  XANTHAN GUM  ZINC CITRATE  SODIUM HYDROXIDE  STANNOUS CHLORIDE  SODIUM SACCHARIN  COCAMIDOPROPYL BETAINE  SUCRALOSE  TITANIUM DIOXIDE,4
